瘤痢,瘤痢疙,老矫,弥历扁柯(∑C),老碍荐樊(mm),弥措 鉴埃 浅加(m/s),乞闭 惑措嚼档(%)
192,柳林,2016-02-01,-4.1,,8.6,43.9
192,柳林,2016-02-02,-9.1,,4.2,47.5
192,柳林,2016-02-03,-9.3,,4.5,57.1
192,柳林,2016-02-04,-7.7,,7,53.4
192,柳林,2016-02-05,-6.5,,5.9,44.4
192,柳林,2016-02-06,-6.7,,8.4,48.3
192,柳林,2016-02-07,-8.8,,4.8,50.9
192,柳林,2016-02-08,-8.6,,8.1,47.6
192,柳林,2016-02-09,-2,,11.5,26.1
192,柳林,2016-02-10,-6.2,,4.7,47.5
192,柳林,2016-02-11,-3,,5.8,57.1
192,柳林,2016-02-12,5.8,62.8,7.4,88
192,柳林,2016-02-13,9.3,9.9,7.8,90.5
192,柳林,2016-02-14,-1.8,,9.6,53.6
192,柳林,2016-02-15,-4.4,,9.9,38.4
192,柳林,2016-02-16,-6.3,,12.8,59.6
192,柳林,2016-02-17,-3.4,,7.9,49.8
192,柳林,2016-02-18,-6.1,,7.9,61.8
192,柳林,2016-02-19,-2.7,,6.8,58.9
192,柳林,2016-02-20,1.8,,9,42.9
192,柳林,2016-02-21,-3.6,,7.7,35.8
192,柳林,2016-02-22,-2,,3.5,45.5
192,柳林,2016-02-23,-.1,,8.1,39.5
192,柳林,2016-02-24,-4,,7.7,29.9
192,柳林,2016-02-25,-4.2,,8.6,32.8
192,柳林,2016-02-26,-5.9,,8.7,61
192,柳林,2016-02-27,.8,.7,8.5,49.8
192,柳林,2016-02-28,-.7,3,14.5,67.1
192,柳林,2016-02-29,-4.6,,10.3,43.8
192,柳林,2016-03-01,-7.7,,6.3,44
192,柳林,2016-03-02,-6.8,,7.6,49.6
192,柳林,2016-03-03,-3.4,0,8.6,61.9
192,柳林,2016-03-04,6.6,36.1,4.2,88.4
192,柳林,2016-03-05,8.5,43.1,9.9,87.6
192,柳林,2016-03-06,8.3,1.3,6.6,81.5
192,柳林,2016-03-07,6.8,,6.1,67.8
192,柳林,2016-03-08,3.4,3.3,8.5,65.1
192,柳林,2016-03-09,1.2,6.8,8.5,56.6
192,柳林,2016-03-10,-1.3,,9.9,33
192,柳林,2016-03-11,-3.3,,8.2,34.1
192,柳林,2016-03-12,-5.4,,6.8,43.9
192,柳林,2016-03-13,1,,5,51.3
192,柳林,2016-03-14,-1.7,,9.8,50.5
192,柳林,2016-03-15,-3.3,,7.2,49.1
192,柳林,2016-03-16,2.8,,6.7,53.1
192,柳林,2016-03-17,-1.1,,8,55.3
192,柳林,2016-03-18,7.9,27.6,3.2,89.3
192,柳林,2016-03-19,6.1,,7.4,71.5
192,柳林,2016-03-20,6.4,,5.5,68.3
192,柳林,2016-03-21,3.5,,6.3,62.5
192,柳林,2016-03-22,2.6,,7,64.5
192,柳林,2016-03-23,3.3,,7.8,52.3
192,柳林,2016-03-24,5.6,0,6.5,45.6
192,柳林,2016-03-25,4.1,2.8,6.7,70.8
192,柳林,2016-03-26,.1,,7,56.1
192,柳林,2016-03-27,-.4,,7.2,53.4
192,柳林,2016-03-28,-1.5,,7.8,49.9
192,柳林,2016-03-29,1.5,,11.7,60
192,柳林,2016-03-30,6.8,,6.5,53.6
192,柳林,2016-03-31,4.6,,5.9,61.9
192,柳林,2016-04-01,4.1,,7.6,57.3
192,柳林,2016-04-02,5.1,,6.9,68.8
192,柳林,2016-04-03,10.8,37.8,3.8,86.6
192,柳林,2016-04-04,9.8,2.6,4.7,81.9
192,柳林,2016-04-05,7.2,,6.8,66.8
192,柳林,2016-04-06,5.2,26.1,7.2,64.9
192,柳林,2016-04-07,8.6,28.7,4.8,82.5
192,柳林,2016-04-08,9.1,,6.7,60.3
192,柳林,2016-04-09,6.4,,7.7,55.8
192,柳林,2016-04-10,7.1,,8.6,62.9
192,柳林,2016-04-11,9.2,,6.3,66
192,柳林,2016-04-12,4.3,3.1,6.2,58.6
192,柳林,2016-04-13,10.6,37.7,3.9,90.3
192,柳林,2016-04-14,11.3,,8.4,57.6
192,柳林,2016-04-15,5.3,,7.4,59.3
192,柳林,2016-04-16,5.4,77.5,11,78.5
192,柳林,2016-04-17,10.5,3.9,15,44.1
192,柳林,2016-04-18,8.6,,10.4,43
192,柳林,2016-04-19,6.2,,9.1,46.5
192,柳林,2016-04-20,5.5,,7.9,58.8
192,柳林,2016-04-21,11.1,33.2,3.9,89
192,柳林,2016-04-22,12.5,,6.7,70.9
192,柳林,2016-04-23,11.9,,3.9,56.3
192,柳林,2016-04-24,6.9,,6.8,54.9
192,柳林,2016-04-25,6.9,,6.6,51.6
192,柳林,2016-04-26,5.7,1.2,6.7,61.4
192,柳林,2016-04-27,10.7,42.9,7,84.5
192,柳林,2016-04-28,10.5,5,5.6,77.1
192,柳林,2016-04-29,11.5,,7.6,63.3
192,柳林,2016-04-30,9,,8.9,57.5
192,柳林,2016-05-01,8,,9.8,61.5
192,柳林,2016-05-02,10.2,0,8.9,74.8
192,柳林,2016-05-03,14.2,80.6,15.8,66.6
192,柳林,2016-05-04,10.5,,15,32.4
192,柳林,2016-05-05,6.1,,6.8,47.8
192,柳林,2016-05-06,14.9,3.9,5.1,85.1
192,柳林,2016-05-07,10,,7.9,50.4
192,柳林,2016-05-08,7.9,,7.5,52.1
192,柳林,2016-05-09,13.8,,4.6,54.9
192,柳林,2016-05-10,12.2,31.3,6.9,86
192,柳林,2016-05-11,12.2,.1,6.9,72.3
192,柳林,2016-05-12,11.2,,7.8,63.4
192,柳林,2016-05-13,10.9,,8.3,71.8
192,柳林,2016-05-14,9.8,,6.6,63.3
192,柳林,2016-05-15,10.6,2.9,6.8,79.9
192,柳林,2016-05-16,8,6,8.9,58.1
192,柳林,2016-05-17,4.7,,5.8,53.8
192,柳林,2016-05-18,8.3,,5.2,56.8
192,柳林,2016-05-19,10.2,,5.8,58.6
192,柳林,2016-05-20,10,,6.3,55.4
192,柳林,2016-05-21,10.7,,6.4,54
192,柳林,2016-05-22,10.2,,5.9,51.8
192,柳林,2016-05-23,10,,6,56.8
192,柳林,2016-05-24,15.4,25.6,6.5,86.5
192,柳林,2016-05-25,12.6,,5.7,68.1
192,柳林,2016-05-26,12.8,0,6.6,64.9
192,柳林,2016-05-27,17.8,0,5.8,56.8
192,柳林,2016-05-28,16.1,0,5.5,66.3
192,柳林,2016-05-29,15.3,3.5,6.1,74.1
192,柳林,2016-05-30,12.7,,7.4,58.9
192,柳林,2016-05-31,12.5,,5.2,62.4
192,柳林,2016-06-01,15.1,,7,57.4
192,柳林,2016-06-02,10.9,,7.7,56
192,柳林,2016-06-03,12.1,,6.6,54.5
192,柳林,2016-06-04,15.4,11.1,4.2,80.8
192,柳林,2016-06-05,15.1,,7.3,60.9
192,柳林,2016-06-06,17.4,1,5.1,80.3
192,柳林,2016-06-07,17.4,0,6.2,76.9
192,柳林,2016-06-08,17.9,,4.8,80
192,柳林,2016-06-09,18.1,,7.1,76.9
192,柳林,2016-06-10,17.8,,6,71.5
192,柳林,2016-06-11,18,,7.4,75.6
192,柳林,2016-06-12,20,.1,5,84.4
192,柳林,2016-06-13,20.5,,7.8,73.4
192,柳林,2016-06-14,20.1,,8.5,70.4
192,柳林,2016-06-15,18.5,0,6.9,78.6
192,柳林,2016-06-16,17.2,0,6.2,65.6
192,柳林,2016-06-17,14.5,,7.4,62.9
192,柳林,2016-06-18,16.9,6,8,70.3
192,柳林,2016-06-19,20.7,1.2,7.5,71
192,柳林,2016-06-20,20.9,5.2,5.1,84.6
192,柳林,2016-06-21,21.2,2,3.6,86
192,柳林,2016-06-22,20.6,11.8,4.1,88.3
192,柳林,2016-06-23,20.4,,7.1,71.6
192,柳林,2016-06-24,19.8,73.6,7.5,79.9
192,柳林,2016-06-25,18.1,,10.9,57.8
192,柳林,2016-06-26,16.2,,5.3,62
192,柳林,2016-06-27,16.8,.1,5,81.8
192,柳林,2016-06-28,17.7,,5.5,73
192,柳林,2016-06-29,18.4,1.7,5,78.4
192,柳林,2016-06-30,19.4,,7.5,78.3
192,柳林,2016-07-01,22.2,43.1,8.1,84.6
192,柳林,2016-07-02,22,13.9,11.4,84.6
192,柳林,2016-07-03,20.1,53.8,5.5,89.8
192,柳林,2016-07-04,20.3,.5,6,88.3
192,柳林,2016-07-05,24.5,.1,8.7,80.9
192,柳林,2016-07-06,23.8,9.3,6.8,78.6
192,柳林,2016-07-07,22.4,,6.6,78.1
192,柳林,2016-07-08,22,,6.8,74.9
192,柳林,2016-07-09,20.7,,6.4,74.1
192,柳林,2016-07-10,21.7,,5.3,76.4
192,柳林,2016-07-11,22.9,2.2,4.7,84.9
192,柳林,2016-07-12,22.6,4.2,5.8,86.8
192,柳林,2016-07-13,22.1,,5.3,80.1
192,柳林,2016-07-14,21.7,,8.6,67.1
192,柳林,2016-07-15,22.1,0,6.4,64.9
192,柳林,2016-07-16,20.5,5.5,6.2,86.4
192,柳林,2016-07-17,18.8,,5.3,73.9
192,柳林,2016-07-18,19.2,,4.7,72.6
192,柳林,2016-07-19,21.2,,5.1,74.5
192,柳林,2016-07-20,19.4,,5.1,67.8
192,柳林,2016-07-21,20,,4.5,71.8
192,柳林,2016-07-22,20.6,,6.1,75.5
192,柳林,2016-07-23,20.3,,5.3,70.5
192,柳林,2016-07-24,20.6,,7.2,74.3
192,柳林,2016-07-25,24.5,28.4,8.8,76.4
192,柳林,2016-07-26,23.4,,7.1,74.5
192,柳林,2016-07-27,25,,7.4,71.6
192,柳林,2016-07-28,26.4,,8.1,73.6
192,柳林,2016-07-29,25,,7.1,74.6
192,柳林,2016-07-30,24.4,,5.3,69.9
192,柳林,2016-07-31,23.8,0,7.7,68
192,柳林,2016-08-01,23.3,1.6,9,73.9
192,柳林,2016-08-02,22.9,10.2,7.3,78.9
192,柳林,2016-08-03,22.4,.5,4.4,78.3
192,柳林,2016-08-04,23.2,,5.4,73.6
192,柳林,2016-08-05,22.5,,5.1,69.8
192,柳林,2016-08-06,23.2,,5.4,67.5
192,柳林,2016-08-07,22.8,,6.4,69.8
192,柳林,2016-08-08,23.4,.4,10.6,73
192,柳林,2016-08-09,23.4,0,5.1,73.8
192,柳林,2016-08-10,23.5,,6.2,67
192,柳林,2016-08-11,24.4,,5.6,67.1
192,柳林,2016-08-12,24.9,,5.8,66.3
192,柳林,2016-08-13,24.6,,6.7,64.4
192,柳林,2016-08-14,23.6,,5.2,64.6
192,柳林,2016-08-15,25.1,11,6.6,76.6
192,柳林,2016-08-16,24.5,,8.3,76
192,柳林,2016-08-17,23.4,13.9,6.8,78.3
192,柳林,2016-08-18,22.5,,4.6,71.6
192,柳林,2016-08-19,21.9,,5.7,68.9
192,柳林,2016-08-20,24.1,,6.2,65
192,柳林,2016-08-21,21,,6.4,63
192,柳林,2016-08-22,22.4,.2,6.2,65.3
192,柳林,2016-08-23,23.4,1.1,5.4,73
192,柳林,2016-08-24,20.8,,6.9,59
192,柳林,2016-08-25,19,,6.9,69
192,柳林,2016-08-26,18.5,3.8,6.6,80.6
192,柳林,2016-08-27,18.4,.2,7.9,57.4
192,柳林,2016-08-28,16.8,31.8,6.9,82.9
192,柳林,2016-08-29,15,.1,8.8,61.1
192,柳林,2016-08-30,14.8,,7.7,55.1
192,柳林,2016-08-31,20.5,0,13.4,43.6
192,柳林,2016-09-01,20.7,20.8,8.5,64.3
192,柳林,2016-09-02,18.2,76.4,5,89.8
192,柳林,2016-09-03,19.1,44.1,4,88.4
192,柳林,2016-09-04,20.1,17.1,6.1,86
192,柳林,2016-09-05,21.9,.5,6.9,82.9
192,柳林,2016-09-06,21.9,0,3.6,81.4
192,柳林,2016-09-07,20.8,0,3.4,79.5
192,柳林,2016-09-08,17.4,,5.5,68.1
192,柳林,2016-09-09,18.4,,5.9,74
192,柳林,2016-09-10,19.6,1.6,4.4,78.4
192,柳林,2016-09-11,18.1,1.6,4.7,79.6
192,柳林,2016-09-12,17.4,8.5,5.6,84.9
192,柳林,2016-09-13,15.7,,6.3,74.6
192,柳林,2016-09-14,17.5,,4.7,77.3
192,柳林,2016-09-15,18,,4.9,73.9
192,柳林,2016-09-16,20.9,2.7,3.5,86.1
192,柳林,2016-09-17,18.3,174.5,7.1,90
192,柳林,2016-09-18,17.8,4.5,6.7,85.1
192,柳林,2016-09-19,18,0,10.5,62.5
192,柳林,2016-09-20,12.8,,9.1,57
192,柳林,2016-09-21,11.1,,6.3,68.4
192,柳林,2016-09-22,15.6,,4.2,75
192,柳林,2016-09-23,13.5,,6.7,74.1
192,柳林,2016-09-24,15,,4.9,73.3
192,柳林,2016-09-25,15.3,,4.6,75.8
192,柳林,2016-09-26,18.1,3.8,4.1,82.4
192,柳林,2016-09-27,20.6,,4.4,82
192,柳林,2016-09-28,19.9,16.7,4.3,90
192,柳林,2016-09-29,16.4,4,5.3,86.4
192,柳林,2016-09-30,15.8,30.7,3.4,88.5
192,柳林,2016-10-01,16.3,.5,2.9,86.6
192,柳林,2016-10-02,19.1,.5,3.6,86.4
192,柳林,2016-10-03,20.1,,7.6,83.6
192,柳林,2016-10-04,16,1.9,8,72.1
192,柳林,2016-10-05,16,82.2,15.7,81.4
192,柳林,2016-10-06,13,,5.3,68.5
192,柳林,2016-10-07,14,1.6,4.9,79.9
192,柳林,2016-10-08,14.1,26.8,6.8,85.6
192,柳林,2016-10-09,8.5,,7.8,52.8
